lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,pets,opening_week,closing_week,elevation_m,distance_to_town_km
-93.845,40.653,SLIP,Slip Bluff County Park,CP,641-446-7307,NA,NA,16,E,IA,NE,Lamoni,NA,NA,NA,NA,NA,NA,NA,NA,8.21
-94.243,43.122,SMIT,Smith Lake County Park,CP,515-295-2138,NA,NA,50,E DP DW SH,IA,N,Algona,NA,TRUE,NA,TRUE,NA,NA,NA,NA,5.79
-91.111,41.193,SNIV,Snively Access,CP,319-523-8381,NA,NA,30,E L$,IA,E,Wapello,NA,NA,NA,NA,NA,NA,NA,NA,6.28
-96.337,42.284,SNYD,Snyder Bend County Park,CP,712-946-5622,NA,NA,45,E DP DW SH L$,IA,SW,Salix,NA,TRUE,NA,TRUE,NA,NA,NA,NA,4.83
-94.215,41.079,SOUT,South - Three Mile Co Rec Area,CP,641-347-5100,NA,NA,NA,E DP DW SH NR,IA,N,Afton,NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,5.79
-91.672,43.442,SOUB,South Bear Co Park,CP,NA,NA,NA,5,NH ND VT NS NR N$,IA,W,Highlandville,vault,NA,FALSE,FALSE,NA,NA,NA,NA,0.32
-92.987,42.744,SOUF,South Fork Access  - Dumont Park,CP,319-278-4237,NA,no facilities,NA,NH ND NT NW NS NR,IA,W,Clarksville,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,26.39
-93.994,43.083,SOUP,South Park - Wesley,CP,NA,NA,very few sites,5,E ND NS,IA,NA,Wesley,NA,NA,NA,FALSE,NA,NA,NA,NA,NA
-90.17,42.063,SOUS,South Sabula Lakes County Park,CP,NA,NA,NA,NA,E DP DW SH,IA,E,Maquoketa,NA,TRUE,NA,TRUE,NA,NA,NA,NA,40.88
-95.954,42.22,SOUT,Southwood Conservation Area,CP,712-889-2215,NA,NA,30,E DW SH,IA,SW,Smithland,NA,TRUE,NA,TRUE,NA,NA,NA,NA,2.09
-92.239,42.909,SPLI,Split Rock County Park,CP,641-394-4714,NA,NA,54,E DW SH,IA,SW,Fredericksburg,NA,TRUE,NA,TRUE,NA,NA,NA,NA,7.08
-92.68,42.786,SPOC,Sportsman Park - Clarksville,CP,319-278-4237,NA,tent only,NA,NH DP FT DW NS L$,IA,W,Clarksville,flush,TRUE,NA,FALSE,NA,NA,NA,NA,0.97
-94.21,41.847,SPOD,Sportsman Park - Dawson,CP,515-465-3577,NA,NA,18,E NR L$,IA,NE,Dawson,NA,NA,FALSE,NA,NA,NA,NA,NA,1.13
-94.291,42.068,SPRL,Spring Lake County Park,CP,515-386-5674,NA,NA,125,E DP,IA,NE,Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,9.01
-94.467,41.774,SPRI,Springbrook State Park,SP,641-747-3591,all year,NA,120,E DP DW SH RS L$,IA,N,Guthrie Center,NA,TRUE,TRUE,TRUE,NA,1,52,NA,11.27
-90.436,42.304,SPRU,Spruce Creek County Park,CP,563-652-3783,NA,NA,85,WE DP DW SH,IA,N,Bellevue,NA,TRUE,NA,TRUE,NA,NA,NA,NA,4.99
-91.556,42.02,SQUA,Squaw Creek County Park,CP,319-892-6450,NA,NA,60,E DP 40ft DW SH L$,IA,SE,Marion,NA,TRUE,NA,TRUE,NA,NA,NA,NA,3.7
-94.29,41.95,SQUI,Squirrel Hollow Co Park,CP,NA,early apr-late oct,NA,30,E,IA,SE,Jefferson,NA,NA,NA,NA,NA,14,43,NA,10.3
-93.482,41.022,STEP,Stephens State Forest,SF,641-774-4559,all year,2 campgrounds,NA,NH ND VT NS RS,IA,W,Lucas,vault,NA,TRUE,FALSE,NA,1,52,NA,1.93
-91.437,40.828,STPP,Stephenson Park,CP,319-986-5067,NA,NA,NA,NH,IA,S,Lowell,NA,NA,NA,NA,NA,NA,NA,NA,0.64
-95.681,42.609,STIE,Stieneke Area Park,CP,712-225-6709,NA,NA,5,NH ND FT DW NS L$,IA,SW,Quimby,flush,TRUE,NA,FALSE,NA,NA,NA,NA,4.02
-92.885,42.394,STOE,Stoehr Fishing Area,CP,NA,NA,NA,NA,NH ND VT NS,IA,SW,Grundy,vault,NA,NA,FALSE,NA,NA,NA,NA,5.31
-96.47,42.557,STON,Stone State Park,SP,712-255-4698,all year,NA,30,E RS,IA,NW,Sioux City,NA,NA,TRUE,NA,NA,1,52,NA,8.53
-94.848,42.579,STRA,Straight Park,CP,NA,NA,NA,NA,E DP L$,IA,SW,Fonda,NA,NA,NA,NA,NA,NA,NA,NA,0.32
-93.931,42.271,STRA,Stratford City Park,CP,NA,NA,NA,31,E DP DW SH,IA,W,Stratford,NA,TRUE,NA,TRUE,NA,NA,NA,NA,0.32
-91.559,41.776,SUGA,Sugar Bottom - Coralville Lake,COE,319-338-3543,early may-late sep,NA,235,WES DP 60ft DW SH RS PA L$,IA,SW,Solon,NA,TRUE,TRUE,TRUE,TRUE,18,39,NA,6.44
-90.683,41.529,SUMT,Summit - West Lake County Park,CP,563-328-3281,NA,NA,NA,WES DP FT DW,IA,NA,Davenport,flush,TRUE,NA,NA,NA,NA,NA,NA,NA
-95.026,41.399,SUNN,Sunnyside Park,CP,NA,NA,NA,NA,E DP DW SH L$,IA,SW,Atlantic,NA,TRUE,NA,TRUE,NA,NA,NA,NA,1.13
-95.025,41.398,SUNN,Sunnyside Park Campground,CP,NA,NA,NA,NA,E DP,IA,NA,Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,NA
-95.175,42.628,SUNR,Sunrise,CP,712-732-8023,NA,NA,160,E DP DW SH L$,IA,SE,Storm Lake,NA,TRUE,NA,TRUE,NA,NA,NA,NA,2.74
-94.953,42.786,SUNS,Sunset City Park - Albert,CP,712-843-5613,NA,NA,NA,E DP FT DW SH L$,IA,N,Albert City,flush,TRUE,NA,TRUE,NA,NA,NA,NA,0.97
-94.846,42.035,SWAN,Swan Lake State Park,SP,712-792-4614,NA,NA,110,E DP DW SH NR,IA,SE,Carroll,NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,3.7
-93.855,41.885,SWED,Swede Point Park,CP,515-795-2809,NA,NA,NA,E DP DW SH L$,IA,W,Madrid,NA,TRUE,NA,TRUE,NA,NA,NA,NA,3.54
-90.739,42.431,SWIS,Swiss Valley County Park,CP,563-556-6745,NA,NA,100,E DP DW SH,IA,SW,Dubuque,NA,TRUE,NA,TRUE,NA,NA,NA,NA,9.82
-92.422,42.225,TFCL,T. F. Clark Co Park,CP,NA,NA,NA,13,E ND VT DW NS,IA,NE,Traer,vault,TRUE,NA,FALSE,NA,NA,NA,NA,4.99
-91.528,41.72,TAIW,Tailwater  - Coralville Lake,COE,319-338-3543,NA,NA,30,E DP DW SH RS PA L$,IA,N,Iowa City,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,6.6
-94.072,41.021,THAY,Thayer Lake Rec Area,CP,641-782-7111,NA,NA,NA,E,IA,SW,Thayer,NA,NA,NA,NA,NA,NA,NA,NA,1.93
-93.378,41.643,THOM,Thomas Mitchell County Park,CP,515-967-4889,NA,NA,49,E,IA,SW,Mitchellville,NA,NA,NA,NA,NA,NA,NA,NA,3.06
-93.756,43.262,THOR,Thorpe Park,CP,NA,NA,NA,15,E VT DW L$,IA,W,Forest City,vault,TRUE,NA,NA,NA,NA,NA,NA,9.66
-91.874,42.456,THRE,Three Elms County Park,CP,NA,NA,NA,NA,NA,IA,SE,Independence,NA,NA,NA,NA,NA,NA,NA,NA,1.93
-94.213,41.085,THRM,Three Mile Rec Area,CP,641-782-7111,NA,north and south campgrounds,48,E DP SH,IA,N,Afton,NA,NA,NA,TRUE,NA,NA,NA,NA,6.44
-92.536,42.631,THUN,Thunder Woman Park,NA,NA,NA,NA,NA,NA,IA,W,Janesville,NA,NA,NA,NA,NA,NA,NA,NA,6.44
-93.001,42.088,TIMM,Timmons Grove County Park,CP,641-752-5490,NA,NA,18,E FT DW NS,IA,NW,Marshalltown,flush,TRUE,NA,FALSE,NA,NA,NA,NA,8.85
-95.616,43.07,TJOS,Tjossem County Park,CP,712-295-7200,NA,NA,NA,L$ L$,IA,SE,Primghar,NA,NA,NA,NA,NA,NA,NA,NA,2.09
-93.07,42.401,TOWE,Tower Rock - Steamboat Rock,CP,641-648-4361,NA,NA,NA,NA,IA,S,Steamboat Rock,NA,NA,NA,NA,NA,NA,NA,NA,0.48
-91.716,42.318,TROY,Troy Mills Wapsi Access,CP,NA,NA,no facilities,NA,NH ND NT NW NS NR,IA,SE,Quasqueton,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,9.17
-91.385,42.403,TURT,Turtle Creek County Park,CP,563-927-3410,NA,NA,30,E DP,IA,SE,Manchester,NA,NA,NA,NA,NA,NA,NA,NA,10.94
-94.614,43.489,TUTT,Tuttle Lake Park,CP,712-260-6697,NA,NA,65,E DP DW SH L$,IA,N,Dolliver,NA,TRUE,NA,TRUE,NA,NA,NA,NA,2.57
-91.881,42.818,TWIN,Twin Bridges County Park,CP,563-927-3410,NA,NA,45,WE DP,IA,N,Maynard,NA,NA,NA,NA,NA,NA,NA,NA,4.99
-92.389,43.014,TWIE,Twin Ponds Co Park  - East,CP,641-394-4714,NA,NA,NA,NA,IA,E,Ionia,NA,NA,NA,NA,NA,NA,NA,NA,5.95
-92.395,43.009,TWIW,Twin Ponds Co Park  - West,CP,641-394-4714,NA,NA,NA,NA,IA,SE,Ionia,NA,NA,NA,NA,NA,NA,NA,NA,5.63
-92.725,42.125,UNIO,Union Grove State Park,SP,641-473-2556,all year,NA,26,NH ND VT DW NS RS L$,IA,S,Gladbrook,vault,TRUE,TRUE,FALSE,NA,1,52,NA,7.08
-92.569,41.457,UNIO,Union Mills Access,CP,NA,NA,unknown facilities,NA,NH,IA,NA,New Sharon,NA,NA,NA,NA,NA,NA,NA,NA,NA
-94.543,42.252,UNIV,University 40,CP,NA,NA,NA,NA,NH ND NS,IA,S,Lohrville,NA,NA,NA,FALSE,NA,NA,NA,NA,2.09
-91.29,40.772,UPPA,Upper Augusta Skunk River Access,CP,NA,NA,NA,NA,NH,IA,NW,Augusta,NA,NA,NA,NA,NA,NA,NA,NA,1.93
-92.137,43.348,VERN,Vernon Springs Turkey River County Park,CP,563-547-3634,NA,NA,NA,E DW SH,IA,SE,Vernon Springs,NA,TRUE,NA,TRUE,NA,NA,NA,NA,0.32
-91.765,42.393,VETR,Veterans Memorial County Park,CP,319-934-3340,NA,NA,NA,NH ND NS,IA,W,Quasqueton,NA,NA,NA,FALSE,NA,NA,NA,NA,0.32
-91.378,40.392,VICT,Victory Park,CP,319-524-7122,NA,NA,5,WE DP NS,IA,SE,Keokuk,NA,NA,NA,FALSE,NA,NA,NA,NA,2.09
-95.043,40.964,VIKI,Viking Lake State Park,SP,712-829-2235,all year,NA,120,E DP DW SH RS L$,IA,E,Stanton,NA,TRUE,TRUE,TRUE,NA,1,52,NA,5.15
-91.32,41.142,VIRG,Virginia Grove Rec Area,CP,319-523-8381,NA,NA,NA,E PT L$,IA,NW,Morning Sun,pit,NA,NA,NA,NA,NA,NA,NA,7.24
-91.758,42.866,VOLG,Volga River  State Rec Area,SRA,NA,all year,NA,41,NH DP DW SH RS L$,IA,NE,Fayette,NA,TRUE,TRUE,TRUE,NA,1,52,NA,4.51
-95.23,40.658,WABA,Wabash Trace Park,CP,NA,NA,tent only,NA,E DW SH L$,IA,N,Coin,NA,TRUE,NA,TRUE,NA,NA,NA,NA,0.48
-91.523,42.192,WAKP,Wakpicada Natural Area,CP,319-438-6616,NA,NA,NA,NH,IA,S,Central City,NA,NA,NA,NA,NA,NA,NA,NA,1.29
-92.991,41.4,WALL,Wallashuck - Red Rock Lake,COE,641-828-7522,mid apr-late sep,NA,80,E DP DW SH RS,IA,W,Pella,NA,TRUE,TRUE,TRUE,NA,15,39,NA,6.28
-90.863,41.91,WALN,Walnut Grove Co Park,CP,NA,NA,NA,NA,E FT DW SH L$,IA,N,Toronto,flush,TRUE,NA,TRUE,NA,NA,NA,NA,0.64
-93.747,41.538,WALW,Walnut Woods State Park,SP,515-285-4502,all year,NA,25,WES RS,IA,SW,West Des Moines,NA,NA,TRUE,NA,NA,1,52,NA,5.31
-91.193,41.187,WAPE,Wapello Fairgrounds Park,CP,319-523-4091,NA,NA,NA,WE DP,IA,NW,Wapello,NA,NA,NA,NA,NA,NA,NA,NA,0.97
-91.292,42.1,WAPS,Wapsipinicon State Park,SP,319-462-2761,all year,NA,25,E DP DW SH RS L$,IA,SW,Anamosa,NA,TRUE,TRUE,TRUE,NA,1,52,NA,1.13
-91.622,40.939,WATE,Water Works Park,CP,319-986-5067,NA,NA,30,E FT DW L$,IA,SW,Mount Pleasant,flush,TRUE,NA,NA,NA,NA,NA,NA,7.08
-91.619,40.938,WATE,Waterworks Park - Oakland Mills Park,CP,319-986-5067,NA,NA,NA,NH,IA,SW,Mt.Pleasant,NA,NA,NA,NA,NA,NA,NA,NA,6.92
-95.682,40.681,WAUB,Waubonsie State Park,SP,712-382-2786,all year,NA,40,E DP 60ft DW SH RS L$,IA,N,Hamburg,NA,TRUE,TRUE,TRUE,NA,1,52,NA,8.69
-92.076,40.646,WAUT,Waubonsie Trail Park,CP,319-397-2295,NA,NA,7,WES DP,IA,W,Cantril,NA,NA,NA,NA,NA,NA,NA,NA,0.48
-91.474,43.258,WAUK,Waukon City Park,CP,563-568-0081,NA,NA,42,WE DP DW SH L$,IA,S,Waukon,NA,TRUE,NA,TRUE,NA,NA,NA,NA,1.29
-91.27,40.757,WELT,Welter Recreation Park,CP,319-753-8260,NA,NA,NA,NH,IA,E,Augusta,NA,NA,NA,NA,NA,NA,NA,NA,0.48
-92.643,42.636,WEST,West Fork Forest Access,CP,NA,NA,no facilities,NA,NH ND NT NW NS NR,IA,SW,Shell Rock,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,9.5
-92.757,43.165,WESI,West Idlewild County Campground,CP,641-756-3490,NA,NA,NA,NH L$,IA,NW,Floyd,NA,NA,NA,NA,NA,NA,NA,NA,4.51
-90.688,41.52,WESL,West Lake County Park,CP,563-328-3281,NA,2 campgrounds,140,40ft,IA,W,Davenport,NA,NA,NA,NA,NA,NA,NA,NA,9.17
-91.536,41.725,WESO,West Overlook - Coralville Lake,COE,319-338-3543,NA,NA,90,E DP DW SH RS PA,IA,N,Iowa City,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,7.08
-96.185,43.431,WEST,Westside County Park - Rock Rapids,CP,712-472-3456,NA,unknown facilities,8,NA,IA,NA,Rock Rapids,NA,NA,NA,NA,NA,NA,NA,NA,NA
-93.024,41.383,WHIT,Whitebreast - Red Rock Lake,COE,641-828-7522,mid apr-mid sep,NA,130,E DP DW SH RS,IA,NE,Knoxville,NA,TRUE,TRUE,TRUE,NA,15,37,NA,9.5
-91.887,42.194,WILD,Wildcat Bluff County Park,CP,319-472-3318,NA,NA,50,E NS,IA,S,Urbana,NA,NA,NA,FALSE,NA,NA,NA,NA,3.54
-92.784,42.75,WILD,Wilder City Park,CP,319-267-2245,NA,NA,48,E DP FT DW SH L$,IA,SE,Allison,flush,TRUE,NA,TRUE,NA,NA,NA,NA,0.97
-93.082,43.204,WILK,Wilkinson - Pioneer County Park,CP,641-423-5309,NA,NA,42,E DP DW SH L$,IA,E,Rock Falls,NA,TRUE,NA,TRUE,NA,NA,NA,NA,0.64
-95.053,41.906,WILL,Willow Creek City Park - Manning,CP,712-655-3131,NA,NA,NA,WE DP FT DW L$,IA,NA,Manning,flush,TRUE,NA,NA,NA,NA,NA,NA,NA
-96.155,42.803,WILC,Willow Creek Park - Le Mars,CP,712-546-8360,NA,NA,20,WE DW SH,IA,NE,Le Mars,NA,TRUE,NA,TRUE,NA,NA,NA,NA,1.29
-95.786,41.772,WILL,Willow Lake County Rec Area - Woodbine,CP,NA,NA,NA,NA,E DW SH,IA,NW,Woodbine,NA,TRUE,NA,TRUE,NA,NA,NA,NA,7.72
-96.01,41.492,WILS,Wilson Island State Rec Area,SRA,712-642-2069,all year,NA,135,E DP 60ft DW SH RS L$,IA,SW,Missouri Valle,NA,TRUE,TRUE,TRUE,NA,1,52,NA,12.39
-94.545,40.84,WILS,Wilson Lake County Park,CP,NA,NA,NA,10,E,IA,S,Lenox,NA,NA,NA,NA,NA,NA,NA,NA,4.83
-91.489,40.642,WILP,Wilson Lake Park - Fort Madison,CP,319-463-7673,NA,NA,NA,E DP,IA,W,Fort Madison,NA,NA,NA,NA,NA,NA,NA,NA,14.81
-94.829,40.73,WIND,Windmill Lake Co Park,CP,NA,NA,NA,14,E,IA,E,New Market,NA,NA,NA,NA,NA,NA,NA,NA,5.95
-94.005,41.328,WINT,Winterset City Park,CP,NA,NA,NA,34,WES DP DW SH,IA,E,Winterset,NA,TRUE,NA,TRUE,NA,NA,NA,NA,0.8
-93.18,42.773,WKW,WKW Conservation Park,CP,641-456-4375,NA,NA,NA,E ND VT NS,IA,NE,Hampton,vault,NA,NA,FALSE,NA,NA,NA,NA,4.18
-94.705,43.312,WOLD,Wolden Rec Area,CP,712-867-4422,NA,NA,NA,E DP DW SH L$,IA,E,Wallingford,NA,TRUE,NA,TRUE,NA,NA,NA,NA,7.4
-92.793,42.211,WOLF,Wolf Creek Rec Area,CP,NA,NA,NA,22,E VT DW L$,IA,S,Grundy Center,vault,TRUE,NA,NA,NA,NA,NA,NA,16.9
-92.802,42.893,WUNS,Wunsch Memorial Park,CP,319-278-4237,NA,dupe,NA,E DP NS L$,IA,S,Greene,NA,NA,NA,FALSE,NA,NA,NA,NA,0.32
-93.472,41.551,YELB,Yellow Banks County Park,CP,515-266-1563,NA,NA,60,E DP DW SH,IA,SE,Pleasant Hill,NA,TRUE,NA,TRUE,NA,NA,NA,NA,5.63
-91.228,43.176,YELL,Yellow River State Forest,SF,563-586-2254,all year,3 campgrounds,150,NH RS L$,IA,SW,Harpers Ferry,NA,NA,TRUE,NA,NA,1,52,NA,6.6
-95.315,42.03,YELS,Yellow Smoke Park,CP,712-263-2748,NA,NA,60,E DP DW SH,IA,E,Denison,NA,TRUE,NA,TRUE,NA,NA,NA,NA,3.7
-92.201,41.378,YENR,Yenruogis County Park,CP,NA,NA,primitive,NA,NH ND NS,IA,N,Sigourney,NA,NA,NA,FALSE,NA,NA,NA,NA,4.99
-90.39,40.986,ALLI,Allison Lake Storey,CP,309-344-1534,NA,NA,NA,E DP L$,IL,N,Galesburg,NA,NA,NA,NA,NA,NA,NA,NA,4.51
-90.768,41.438,ANDA,Andalusia Slough - Missssippi River,COE,563-263-7913,NA,NA,25,NH ND NS NR,IL,SW,Davenport,NA,NA,FALSE,FALSE,NA,NA,NA,NA,18.51
-90.204,40.195,ANDE,Anderson Lake State Conservation Area,SCA,309-759-4484,NA,NA,100,NH DP NR,IL,NE,Browning,NA,NA,FALSE,NA,NA,NA,NA,NA,16.09
-90.052,42.449,APPL,Apple River Canyon State Park,SP,815-745-3302,all year,NA,50,WES RS PA,IL,SE,Apple River,NA,NA,TRUE,NA,TRUE,1,52,NA,7.4
-90.801,40.453,ARGY,Argyle Lake State Park,SP,309-776-3422,early may-late dec,NA,160,E DP DW SH RS PA,IL,N,Colchester,NA,TRUE,TRUE,TRUE,TRUE,18,52,NA,3.06
-88.91,37.826,ARRO,Arrowhead Lake,CP,618-983-3535,all year,older place but clean and nice,55,WE DP FT DW SH L$,IL,NE,Johnston City,flush,TRUE,NA,TRUE,NA,1,52,NA,1.61
-91.479,40.112,BEAR,Bear Creek - Mississippi River,COE,217-222-0918,NA,NA,30,NH ND NS NR,IL,W,Marcelline,NA,NA,FALSE,FALSE,NA,NA,NA,NA,9.5
-89.976,39.211,BEAV,Beaver Dam State Park,SP,217-854-8020,early apr-late dec,NA,75,E DP DW SH RS PA,IL,N,Plainview,NA,TRUE,TRUE,TRUE,TRUE,14,52,NA,5.95
-90.939,41.054,BIGR,Big River State Forest,SF,309-374-2496,NA,NA,100,NH NR,IL,S,Keithsburg,NA,NA,FALSE,NA,NA,NA,NA,NA,5.15
-88.175,41.838,BLAW,Blackwell Forest Preserve,CP,630-933-7248,NA,Camp Fri Sat nights only - more on holidays,64,E DP FT DW SH RS,IL,NA,NA,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
-91.056,41.348,BLAI,Blanchard Island - Mississippi River,COE,563-263-7913,NA,NA,35,NH ND NS NR,IL,S,Muscatine,NA,NA,FALSE,FALSE,NA,NA,NA,NA,8.53
-90.403,42.287,BLAL,Blanding Landing - Mississippi River,COE,563-582-0881,mid may-mid oct,NA,40,E DP DW SH RS PA L$,IL,W,Hanover,NA,TRUE,TRUE,TRUE,TRUE,20,42,NA,10.62
-88.614,39.554,BOWO,Bo Wood  - Lake Shelbyville,COE,217-774-3951,mid apr-late oct,NA,80,WES DP SH RS,IL,S,Sullivan,NA,NA,TRUE,TRUE,NA,15,43,NA,5.15
-89.236,38.695,BOUL,Boulder  - Lake Carlyle,COE,618-594-5253,mid apr-mid oct,NA,90,WES DP DW SH RS PA,IL,NE,Carlyle,NA,TRUE,TRUE,TRUE,TRUE,15,42,NA,15.13
-88.884,37.581,BUCK,Buck Ridge  -  Lake Of Egypt,NF,618-658-2111/618-253-7114,NA,NA,41,NH NR,IL,W,Ozark,NA,NA,FALSE,NA,NA,NA,NA,NA,11.43
-88.194,38.1,BURR,Burrell City Park,CP,618-382-9920,NA,NA,NA,E DP DW SH,IL,W,Carmi.,NA,TRUE,NA,TRUE,NA,NA,NA,NA,3.22
-88.244,37.578,CAMP,Camp Cadiz,NF,618-658-2111/618-253-7114,NA,NA,15,NH ND NS NR L$,IL,E,Karber's Ridge,NA,NA,FALSE,FALSE,NA,NA,NA,NA,7.89
-89.975,40.561,CANT,Canton Lake,CP,NA,NA,NA,NA,E DW SH,IL,E,Canton,NA,TRUE,NA,TRUE,NA,NA,NA,NA,4.99
-89.537,40.711,CARL,Carl Spindler,CP,309-699-3549,NA,NA,NA,E DP DW SH,IL,NE,East Peoria,NA,TRUE,NA,TRUE,NA,NA,NA,NA,6.12
-91.152,40.425,CART,Carthage City Park,CP,NA,NA,NA,NA,E L$,IL,NW,Carthage,NA,NA,NA,NA,NA,NA,NA,NA,1.61
-88.156,37.469,CAVE,Cave - In - Rock State Park,SP,618-289-4325,NA,NA,60,E DP SH NR,IL,E,Cave-In-Rock,NA,NA,FALSE,TRUE,NA,NA,NA,NA,0.8
-88.188,42.446,CHAI,Chain OLakes State Park,SP,847-587-5512,all year,NA,240,E DP SH RS PA,IL,E,Spring Grove,NA,NA,TRUE,TRUE,TRUE,1,52,NA,4.02
-88.538,38.665,CHAR,Charley Brown City Park,CP,618-662-8202,early apr-late sep,NA,NA,WE DP DW L$,IL,W,Flora,NA,TRUE,NA,NA,NA,14,39,NA,4.51
-88.788,40.163,CLIN,Clinton Lake  State Rec Area,SRA,217-935-8722,all year,NA,310,WES DP 40ft DW SH RS PA,IL,S,DeWitt,NA,TRUE,TRUE,TRUE,TRUE,1,52,NA,1.93
-89.261,38.657,COLE,Coles Creek  - Lake Carlyle,COE,618-594-5253,early may-late sep,NA,150,WES DP DW SH RS PA,IL,NE,Carlyle,NA,TRUE,TRUE,TRUE,TRUE,18,39,NA,10.94
-89.03,40.642,COML,Comlara County Park,CP,309-726-2022,NA,NA,137,E DP DW SH,IL,NW,Hudson,NA,TRUE,NA,TRUE,NA,NA,NA,NA,5.47
-88.759,39.452,COON,Coon Creek - Shelbyville Lake,COE,217-774-3951,early may-late sep,NA,230,WES DP DW SH RS,IL,NE,Shelbyville,NA,TRUE,TRUE,TRUE,NA,18,39,NA,5.79
-89.12,37.74,CRAB,Crab Orchard  National Wildlife Refuge,NWR,618-985-4983,NA,NA,250,E DP DW SH NR L$,IL,E,Carbondale,NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,8.69
-87.899,39.003,CRAW,Crawford County Fairgrounds,CP,NA,NA,NA,NA,E DP,IL,E,Oblong,NA,NA,NA,NA,NA,NA,NA,NA,0.8
-89.361,38.632,DAMW,Dam West  - Lake Carlyle,COE,618-594-4410,early apr-late oct,NA,110,WES DP 100ft DW SH RS PA L$,IL,NE,Carlyle,NA,TRUE,TRUE,TRUE,TRUE,14,43,NA,2.57
-89.839,39.915,DEER,Deer Park,CP,217-632-7983,NA,NA,NA,E DP DW SH,IL,S,Petersburg,NA,TRUE,NA,TRUE,NA,NA,NA,NA,10.78
-90.942,40.959,DELA,Delabar State Park,SP,309-374-2496,all year,NA,60,E DP RS PA,IL,N,Oquawka,NA,NA,TRUE,NA,TRUE,1,52,NA,3.06
-88.207,41.377,DESP,Des Plaines State Conservation Area,SCA,815-423-5326,NA,NA,22,NH NR,IL,NW,Wilmington,NA,NA,FALSE,NA,NA,NA,NA,NA,9.17
-88.21,41.311,DESP,Desplaines Conservational Park,CP,815-423-5326,NA,noisy,NA,E DP DW L$,IL,W,Wilmington,NA,TRUE,NA,NA,NA,NA,NA,NA,5.31
-89.512,37.639,DEVI,Devils Backbone Park,CP,NA,NA,on Miss river,20,WES DP FT DW,IL,NW,Grand Tower,flush,TRUE,NA,NA,NA,NA,NA,NA,1.93
-89.111,37.644,DEVI,Devils Kitchen,NF,618-457-5004,NA,NA,45,E DP SH NR,IL,E,Makanda,NA,NA,FALSE,TRUE,NA,NA,NA,NA,9.01
-88.666,37.383,DIXO,Dixon Springs State Park,SP,618-949-3394,early apr-late dec,NA,50,E DP RS PA,IL,W,Golconda,NA,NA,TRUE,NA,TRUE,14,52,NA,15.93
-89.226,37.984,DUQU,Du Quoin State Fair Campground,CP,NA,NA,NA,NA,E DP DW SH,IL,S,Du Quoin,NA,TRUE,NA,TRUE,NA,NA,NA,NA,3.22
-88.71,39.501,EAGL,Eagle Creek State Park,SP,217-756-8260,early apr-late dec,NA,55,E DP DW SH RS PA,IL,SE,Findlay,NA,TRUE,TRUE,TRUE,TRUE,14,52,NA,4.35
-89.327,38.663,ELDO,Eldon Hazlet State Park,SP,618-594-3015,all year,NA,350,E DP DW SH RS PA,IL,NE,Carlyle,NA,TRUE,TRUE,TRUE,TRUE,1,52,NA,7.08
-88.881,39.866,FARI,Faries Park,CP,NA,NA,NA,37,E DP FT DW SH,IL,NE,Decatur,flush,TRUE,NA,TRUE,NA,NA,NA,NA,6.92
-88.966,37.533,FERN,Ferne Clyffe State Park,SP,618-995-2411,early apr-late dec,NA,110,E DP 40ft SH RS PA,IL,S,Goreville,NA,NA,TRUE,TRUE,TRUE,14,52,NA,2.41
-90.396,41.567,FISH,Fishermans Corner - Mississippi River,COE,309-496-2720,early apr-mid oct,NA,55,E DP 45ft DW SH RS PA L$,IL,NE,Hampton,NA,TRUE,TRUE,TRUE,TRUE,14,42,NA,1.61
-87.564,40.01,FORS,Forest Glen County Preserve,CP,217-662-2142,NA,NA,42,E DP SH,IL,SE,Danville,NA,NA,NA,TRUE,NA,NA,NA,NA,13.84
-89.147,36.987,FORT,Fort Defiance State Park,SP,NA,all year,NA,16,E ND VT NS NR L$,IL,SE,Cairo,vault,NA,FALSE,FALSE,NA,1,52,NA,3.38
-89.909,37.969,FORK,Fort Kaskaskia State Park,SP,618-859-3741,NA,NA,NA,E DP NR,IL,S,Ellis Grove,NA,NA,FALSE,NA,NA,NA,NA,NA,4.51
-88.707,37.147,FORM,Fort Massac State Park,SP,618-524-4712,mid apr-late oct,NA,50,E DP DW SH RS PA,IL,E,Metropolis,NA,TRUE,TRUE,TRUE,TRUE,15,43,NA,2.25
-88.135,39.403,FOXR,Fox Ridge State Park,SP,217-345-6416,all year,NA,45,E DP 40ft DW SH RS PA,IL,S,Charleston,NA,TRUE,TRUE,TRUE,TRUE,1,52,NA,10.94
