lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,elevation_m,distance_to_town_km,station_code,station_elevation,station_dist_km
-110.887,45.183,CANY,Canyon,NF,406-848-7375/406-587-6701,NA,NA,14,NH ND 48ft VT NW NS NR,MT,NW,Gardiner,vault,FALSE,FALSE,FALSE,1552,22.05,USC00243378,1608,22.16
-119.433,48.949,OSOY,Osoyoos Lake Park,CP,509-476-2926,NA,for reservations call park directly,NA,NH DP DW SH RS,WA,N,Oroville,NA,TRUE,TRUE,TRUE,NA,1.13,CA001125852,283,9.37
-121.173,49.123,SILT,Silver Tip - Skagit Valley Provincial Park,PP,604-986-9371,NA,NA,43,NR,BC,SE,Hope,NA,NA,FALSE,NA,565,34.76,USS0021A35S,515,17.3
-113.38,47.001,CLEA,Clearwater Crossing,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,6,NH ND VT NW NS NR L$,MT,NA,NA,vault,FALSE,FALSE,FALSE,1170,NA,USS0013C38S,1426,14.21
-108.011,39.032,ISLL,Island Lake,NF,970-242-8211/970-874-6600,mid jul-mid sep,NA,41,NH ND 45ft FTVT DW NS NR,CO,NW,Cedaredge,flush_and_vault,TRUE,FALSE,FALSE,3193,16.25,USS0008K04S,3048,5.26
-115.203,47.861,FIST,Fishtrap Lake,NF,406-826-3821/406-329-3750,NA,NA,10,NH ND 24ft VT DW NS NR,MT,N,Thompson Falls,vault,TRUE,FALSE,FALSE,1244,31.22,USC00245020,1056,12.58
-109.058,42.836,DICK,Dickinson Creek,NF,307-332-5460/307-527-6241,NA,NA,15,NH ND 20ft VT NW NS NR,WY,SW,Ft. Washakie,vault,FALSE,FALSE,FALSE,2863,23.66,USS0009G03S,3078,4.59
-110.902,45.211,CARB,Carbella,BLM,NA,NA,NA,NA,NH ND NS NR N$,MT,NW,Gardiner,NA,NA,FALSE,FALSE,1522,25.27,USS0010D16S,2469,21.49
-113.389,47.022,HARP,Harpers Lake FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,14,NH ND VT NW NS NR L$,MT,NA,NA,vault,FALSE,FALSE,FALSE,1175,NA,USS0013C38S,1426,16.64
-108.08,37.363,SNOS,Snowslide,NF,970-884-2512/970-247-4874,NA,NA,13,NH ND 35ft VT NW NS NR,CO,NW,Durango,vault,FALSE,FALSE,FALSE,2692,20.12,USS0008M10S,3287,10.06
-108.077,37.376,KROE,Kroeger,NF,970-884-2512/970-247-4874,NA,3 campgrounds,11,NH ND 35ft VT DW NS NR,CO,NW,Durango,vault,TRUE,FALSE,FALSE,2717,20.76,USS0008M10S,3287,8.71
-117.539,48.613,LAKG,Lake Gillette,NF,509-738-7700/509-684-7000,NA,NA,54,NH DP 32ft NS NR,WA,SW,Ione,NA,NA,FALSE,FALSE,972,16.9,USC00451630,496,27.76
-118.06,48.733,SNAG,Snag Cove - Lake Roosevelt National Rec Area,NP,509-633-9441,all year,NA,9,NH ND VT DW NS NR L$,WA,NA,NA,vault,TRUE,FALSE,FALSE,NA,NA,USC00455946,450,21.17
-107.983,39.042,CARP,Carp Lake,NF,970-242-8211/970-874-6600,NA,NA,20,VT DW NR,CO,N,Cedaredge,vault,TRUE,FALSE,NA,3147,16.25,USS0008K04S,3048,6.96
-112.118,46.238,BLDR,Boulder City Park,CP,NA,NA,NA,5,E DP DW L$,MT,NE,Boulder,NA,TRUE,NA,NA,1495,0.32,USC00241008,1495,0.83
-112.118,46.238,CITB,City Park - Boulder,CP,NA,NA,NA,NA,E DP FT DW L$,MT,NE,Boulder,flush,TRUE,NA,NA,1495,0.32,USC00241008,1495,0.83
-116.901,48.452,PRI1,Priest Lake State Park,SP,208-443-2200,all year,NA,NA,WES RS,ID,N,Priest River,NA,NA,TRUE,NA,724,30.09,USC00107386,723,12.23
-115.278,47.916,SYLV,Sylvan Lake,NF,406-293-7773/406-293-6211,NA,NA,5,NH ND 32ft VT NW NS NR,MT,SW,Kalispell,vault,FALSE,FALSE,FALSE,1113,78.21,USC00245020,1056,7.54
-110.854,31.49,PATA,Patagonia Lake State Park,SP,520-287-6965,all year,NA,72,E DP 35ft FT DW SH RS,AZ,SW,Patagonia,flush,TRUE,TRUE,TRUE,1192,10.78,USW00003196,1198,7.71
-107.979,39.04,WARD,Ward Lake,NF,970-242-8211/970-874-6600,mid jul-mid oct,NA,27,NH ND 22ft VT DW NS NR,CO,N,Cedaredge,vault,TRUE,FALSE,FALSE,3136,15.93,USS0008K04S,3048,7.35
-109.92,32.699,SOLD,Soldier Creek,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,12,NH ND 22ft FT NW NS NR L$,AZ,SW,Safford,flush,FALSE,FALSE,FALSE,2857,24.94,USC00027390,900,25.84
-116.185,48.244,PORL,Porcupine Lake,NF,208-263-5111/208-765-7223,NA,NA,5,NH ND PT NW NS NR,ID,N,Clark Fork,pit,FALSE,FALSE,FALSE,1477,10.94,USS0016A08S,1646,11.26
-108.54,35.406,QUAK,Quaking Aspen,NF,505-287-8833/505-346-3804,mid may-mid sep,NA,20,NH ND 22ft VT NW NS NR L$,NM,S,Wingate,vault,FALSE,FALSE,FALSE,2324,12.07,USC00293428,2005,20.08
-117.535,48.624,LAKT,Lake Thomas,NF,509-738-7700/509-684-7000,NA,NA,16,NH ND NS NR,WA,SW,Ione,NA,NA,FALSE,FALSE,991,15.61,USS0017A01S,1524,27.16
-110.679,45.046,EAGL,Eagle Creek,NF,406-848-7375/406-587-6701,all year,NA,19,NH ND 40ft VT NW NS NR L$,MT,NE,Gardiner,vault,FALSE,FALSE,FALSE,1871,2.74,USC00243378,1608,2.51
-109.329,33.636,HANN,Hannagan,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,8,NH ND 16ft VT DW NS NR N$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,2793,29.13,USS0009S11S,2749,2.35
-113.503,47.12,PLAC,Placid Lake State Park,SP,406-677-6804,early may-late nov,NA,40,NH ND 25ft FT DW SH RS,MT,S,Seeley Lake,flush,TRUE,TRUE,TRUE,1271,6.76,USC00247448,1250,10.55
-108.93,42.699,WORT,Worthen Meadows,NF,307-332-5460/307-527-6241,NA,NA,28,NH ND 24ft VT DW NS NR,WY,SW,Lander,vault,TRUE,FALSE,FALSE,2699,22.05,USS0008G07S,2652,2.46
-109.355,33.576,KPCI,KP Cienega,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,5,NH ND 18ft VT DW NS NR N$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,2743,36.05,USS0009S11S,2749,9.21
-107.957,39.081,COLC,Collbran - Cottonwood Lake,NF,970-242-8211/970-874-6600,NA,NA,56,VT DW NR,CO,N,Cedaredge,vault,TRUE,FALSE,NA,3061,20.12,USS0007K06S,3036,8.28
-113.308,47.023,RUSS,Russell Gates Memorial FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,11,NH ND VT NW NS NR L$,MT,E,Bonner,vault,FALSE,FALSE,FALSE,1175,45.38,USS0013C38S,1426,15.92
-122.614,49.208,DERB,Derby Reach Regional Park,CP,604-530-4983,mid mar-mid oct,tents,40,NH,BC,NA,Fort Langley,NA,NA,NA,NA,NA,NA,CA001106178,5,5.13
-107.948,39.038,KISE,Kiser Creek,NF,NA,NA,NA,12,NH ND 16ft VT DW NS NR,CO,N,Cedaredge,vault,TRUE,FALSE,FALSE,3096,15.29,USS0007K06S,3036,6.88
-108.882,42.63,FIDD,Fiddlers Lake,NF,307-332-5460/307-527-6241,NA,NA,20,NH ND 24ft VT DW NS NR,WY,SW,Lander,vault,TRUE,FALSE,FALSE,2880,25.75,USS0008G10S,2957,4.68
-108.523,35.371,MCGA,McGaffey,NF,NA,NA,NA,29,E ND 40ft VT NW NS NR,NM,SE,Gallup,vault,FALSE,FALSE,FALSE,2387,26.55,USC00293428,2005,23.91
-107.977,37.77,CAYT,Cayton,NF,970-882-6800/970-247-4874,early jun-late aug,NA,27,E DP 45ft VT DW NS RS,CO,NE,Rico,vault,TRUE,TRUE,FALSE,2910,9.82,USS0008M06S,3048,4.39
-109.891,32.68,CUNN,Cunningham,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,10,NH ND 22ft VT NW NS NR L$,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,2729,24.3,USC00027390,900,24.74
-107.936,39.049,EGGL,Eggleston,NF,NA,NA,NA,6,30ft VT DW NR,CO,N,Cedaredge,vault,TRUE,FALSE,NA,3114,16.42,USS0007K06S,3036,5.71
-108.857,42.608,LITP,Little Popo Agie,NF,NA,NA,NA,4,NH ND 16ft VT NW NS NR N$,WY,S,Lander,vault,FALSE,FALSE,FALSE,2682,27.04,USS0008G10S,2957,4.06
-115.49,48.039,LACR,Lake Creek,NF,406-293-7773/406-293-6211,NA,NA,4,NH ND VT DW NS NR,MT,S,Libby,vault,TRUE,FALSE,FALSE,1006,39.11,USS0015A12S,1554,14.01
-119.446,49.018,HAYN,Haynes Point Provincial Park,PP,250-548-0076,NA,NA,41,RS,BC,SE,Osoyoos,NA,NA,TRUE,NA,NA,2.25,CA001125852,283,1.94
-117.497,48.649,LAKO,Lake Leo,NF,509-738-7700/509-684-7000,NA,NA,14,NH ND NS NR,WA,E,Colville,NA,NA,FALSE,FALSE,969,31.86,USS0017A01S,1524,23.79
-113.399,47.094,SALM,Salmon Lake State Park,SP,406-677-6804,early may-late sep,NA,20,NH DP 25ft FT DW SH RS,MT,SE,Seeley Lake,flush,TRUE,TRUE,TRUE,1207,11.43,USC00247448,1250,16.22
-108.842,42.594,LOUI,Louis Lake,NF,307-332-5460/307-527-6241,NA,NA,9,NH ND 16ft VT NW NS NR L$,WY,S,Lander,vault,FALSE,FALSE,FALSE,2625,28,USS0008G03S,2755,2.67
-109.153,33.895,ALPI,Alpine Divide,NF,928-339-4384/928-333-4301,mid may-mid sep,NA,12,NH ND 24ft VT DW NS NR L$,AZ,N,Alpine,vault,TRUE,FALSE,FALSE,2615,5.31,USS0009S04S,2591,0.85
-110.894,45.31,SUNN,Sunny Brook Springs FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR,MT,SW,Livingston,NA,NA,FALSE,FALSE,1654,46.99,USS0010D16S,2469,11.26
-116.892,48.499,OUT1,Outlet,NF,208-443-2512/208-765-7223,mid may-mid sep,NA,31,NH ND 22ft VT DW NS RS,ID,S,Nordman,vault,TRUE,TRUE,FALSE,758,15.45,USC00107386,723,16.97
-109.56,43.806,DOUB,Double Cabin,NF,307-455-2466/307-527-6241,mid may-mid sep,NA,14,NH ND 32ft VT DW NS NR,WY,N,Dubois,vault,TRUE,FALSE,FALSE,2464,30.74,USS0009F04S,2667,14.74
-116.888,48.506,OSPR,Osprey,NF,208-443-2512/208-765-7223,early jun-late aug,NA,16,NH ND 20ft VT DW NS RS,ID,N,Priest River,vault,TRUE,TRUE,FALSE,780,36.21,USC00107386,723,17.66
-109.874,32.666,HOSP,Hospital Flat,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,10,NH ND VT NW NS NR,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,2751,24.3,USC00027390,900,24.51
-121.958,49.236,KILB,Kilby Provincial Park,PP,604-796-9576,NA,NA,22,NR,BC,SW,Harrison Mills,NA,NA,FALSE,NA,NA,1.13,CA001100119,19,14.02
-122.38,49.241,ROLL,Rolley Lake Provincial Park,PP,604-466-8325,NA,NA,64,RS,BC,NE,Mission,NA,NA,TRUE,NA,NA,5.47,CA001105192,221,13.06
-109.318,33.55,STRA,Strayhorse,NF,928-687-1301/928-333-4301,mid apr-mid nov,NA,7,NH ND 16ft VT DW NS NR N$,AZ,SW,Alpine,vault,TRUE,FALSE,FALSE,2370,36.85,USS0009S11S,2749,11.12
-118.395,48.865,DEER,Deer Creek Forest Camp T.H.,NF,509-775-7400/509-684-7000,NA,NA,23,NH ND NS NR L$,WA,SE,Danville,NA,NA,FALSE,FALSE,1419,16.42,USS0018A21S,1426,0.67
-118.002,48.786,NORG,North Gorge - Lake Roosevelt National Rec Area-,NP,509-633-9441,all year,NA,12,NH ND VT DW NS NR L$,WA,NA,NA,vault,TRUE,FALSE,FALSE,NA,NA,USC00455946,450,13.96
-110.813,45.26,DAIL,Dailey Lake - FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NR,MT,SW,Emigrant,NA,NA,FALSE,NA,1598,13.52,USS0010D16S,2469,19.36
-108.086,40.517,MAYB,Maybell City Park,CP,NA,NA,NA,20,WES DP SH,CO,SE,Maybell,NA,NA,NA,TRUE,1804,0,USC00055446,1812,0.75
-113.513,47.186,RIVP,River Point  Complex,NF,406-677-2233/406-329-3750,NA,NA,26,NH ND 30ft VT DW NS NR,MT,W,Seley Lake,vault,TRUE,FALSE,FALSE,1219,2.25,USC00247448,1250,3.18
-113.519,47.192,SEEL,Seeley Lake  Complex,NF,406-677-2233/406-329-3750,NA,NA,29,NH ND 30ft VT DW NS NR,MT,NW,Seley Lake,vault,TRUE,FALSE,FALSE,1706,2.9,USC00247448,1250,2.47
-107.898,39.104,BONH,Bonham Lake City Park,CP,903-583-8001,NA,NA,NA,E L$,CO,NA,NA,NA,NA,NA,NA,3002,NA,USS0007K06S,3036,6.47
-113.136,46.986,RIVE,River Junction FAS,SFW,NA,NA,very rough road - some Fish/Wildlife sites may not have tables,6,NH ND VT DW NS NR N$,MT,E,Bonner,vault,TRUE,FALSE,FALSE,1229,56.65,USS0013C31S,1905,16.93
-109.858,32.657,SHAN,Shannon,NF,928-428-4150/520-388-8300,mid apr-mid nov,NA,11,NH ND 16ft VT NW NS NR L$,AZ,SW,Safford,vault,FALSE,FALSE,FALSE,2769,24.14,USC00027390,900,24.14
-113.494,47.185,BIGL,Big Larch  Complex,NF,406-677-2233/406-329-3750,all year,NA,50,NH ND 30ft VT DW NS RS,MT,NW,Seeley Lake,vault,TRUE,TRUE,FALSE,1232,0.97,USC00247448,1250,3.81
-113.22,47.037,MONT,Monture Creek FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,5,NH ND VT NW NS NR L$,MT,W,Ovando,vault,FALSE,FALSE,FALSE,1210,6.76,USS0013C38S,1426,19.04
-107.883,39.078,BIGK,Big Creek,NF,970-242-8211/970-874-6600,mid jul-mid sep,NA,26,NH ND 30ft VT DW NS NR L$,CO,S,Collbran,vault,TRUE,FALSE,FALSE,3099,19.31,USS0007K06S,3036,3.31
-115.531,48.101,HOWA,Howard Lake,NF,406-293-7773/406-293-6211,NA,NA,9,NH ND 20ft VT DW NS NR,MT,S,Libby,vault,TRUE,FALSE,FALSE,1263,32.03,USS0015A12S,1554,7.37
-113.099,46.98,HARM,Harry Morgan FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH ND NS NR L$,MT,SE,Ovando,NA,NA,FALSE,FALSE,1240,5.15,USS0013C31S,1905,18.43
-109.576,33.065,BONT,Bonito,NF,928-526-8231/928-527-3600,NA,NA,44,NH ND 42ft FT DW NS NR,AZ,NA,NA,flush,TRUE,FALSE,FALSE,2103,NA,USW00093084,968,23.97
-115.856,48.221,BADM,Bad Medicine,NF,406-295-4693/406-293-6211,NA,NA,17,NH ND 32ft VT DW NS NR L$,MT,S,Troy,vault,TRUE,FALSE,FALSE,731,27.2,USS0016A08S,1646,18.72
-116.924,48.55,LUBY,Luby Bay,NF,208-443-2512/208-765-7223,mid may-mid sep,NA,52,NH DP 55ft VT DW NS RS,ID,S,Nordman,vault,TRUE,TRUE,FALSE,776,9.5,USC00107386,723,23.07
-120.557,49.191,COPP,Copper Creek,SF,NA,NA,2wd OK-RVs can access,5,NH ND PT NW NS NR L$,BC,NE,Manning Park,pit,FALSE,FALSE,FALSE,945,21.57,CA001126510,702,30.8
-110.391,44.891,TOWE,Tower Falls - Yellowstone National Park,NP,307-344-7381,mid may-mid sep,NA,31,NH ND 30ft VT DW NS NR L$,WY,NA,NA,vault,TRUE,FALSE,FALSE,2002,NA,USC00489025,1910,3.68
-107.89,37.889,SUNS,Sunshine,NF,970-327-4261/970-874-6600,mid may-mid sep,NA,15,NH ND 25ft VT DW NS NR,CO,SW,Telluride,vault,TRUE,FALSE,FALSE,2919,8.69,USS0007M29S,3109,10.23
-108.837,42.737,SINK,Sinks Canyon,NF,307-332-5460/307-527-6241,mid may-mid sep,NA,14,NH ND 20ft VT DW NS NR,WY,SW,Lander,vault,TRUE,FALSE,FALSE,2099,13.68,USS0008G07S,2652,6.6
-107.872,38.059,MCC1,McClure,NF,NA,NA,NA,19,NH ND 35ft VT DW NS NR,CO,NA,NA,vault,TRUE,FALSE,FALSE,2824,NA,USC00057020,2148,14.19
-113.23,47.074,UPSA,Upsata Lake FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,6,NH ND VT NW NS NR L$,MT,NE,Bonner,vault,FALSE,FALSE,FALSE,1262,53.11,USS0013C38S,1426,22.63
-108.723,42.516,ATLA,Atlantic City,BLM,307-332-8400,NA,NA,16,NH ND VT DW NS NR L$,WY,S,Lander,vault,TRUE,FALSE,FALSE,2477,35.24,USC00480432,2333,2.47
-115.954,48.27,SPAR,Spar Lake,NF,406-295-4693/406-293-6211,NA,NA,14,NH ND 32ft VT DW NS NR,MT,S,Troy,vault,TRUE,FALSE,FALSE,1018,22.05,USS0016A08S,1646,9.69
-113.011,46.951,BROL,Browns Lake FAS,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,12,NH ND VT NW NS NR L$,MT,N,Helmville,vault,FALSE,FALSE,FALSE,1314,10.14,USS0013C31S,1905,22.38
-108.033,40.501,MABB,Maybell Bridge - Yampa River State Park,SP,970-276-2061,NA,NA,9,NH ND NS RS,CO,W,Craig,NA,NA,TRUE,FALSE,1804,41.2,USC00055446,1812,5.48
-117.562,48.729,BIGM,Big Meadow Lake,NF,509-738-7700/509-684-7000,NA,NA,28,NH ND NS NR N$,WA,W,Ione,NA,NA,FALSE,FALSE,1044,10.62,USC00455946,450,27.6
-109.819,32.649,ARCA,Arcadia,NF,928-428-4150/520-388-8300,NA,NA,19,NH ND 22ft VT DW NS NR L$,AZ,SW,Safford,vault,TRUE,FALSE,FALSE,2045,23.17,USC00027390,900,22.51
-107.881,37.845,MATT,Matterhorn,NF,970-327-4261/970-874-6600,mid jun-late sep,NA,28,WES ND 35ft FT DW SH RS PA,CO,SW,Telluride,flush,TRUE,TRUE,TRUE,2885,11.91,USS0007M29S,3109,6.06
-111.498,45.924,MISH,Missouri Headwaters State Park,SP,406-994-4042,all year,NA,25,NH ND 25ft FT DW NS RS,MT,NE,Three Forks,flush,TRUE,TRUE,FALSE,1231,5.47,USC00248363,1230,3.05
-120.012,49.155,HORS,Horseshoe Canyon,SF,NA,NA,2wd OK,5,NH ND PT NW NS NR L$,BC,W,Keremeos,pit,FALSE,FALSE,FALSE,671,14.32,CA001123370,542,23.88
-108.715,42.52,BIGA,Big Atlantic Gulch,BLM,307-332-8400,NA,NA,10,NH ND VT DW NS NR L$,WY,NE,Atlantic City,vault,TRUE,FALSE,FALSE,2456,2.9,USC00480432,2333,3.09
-110.982,45.489,HYAL,Hyalite Below Dam Camping,NF,406-522-2520/406-587-6701,NA,NA,6,NR,MT,S,Bozeman,NA,NA,FALSE,NA,2039,22.37,USS0010D13S,2091,1.54
-107.842,39.065,TWIL,Twin Lake,NF,NA,NA,NA,13,NH 22ft VT NW NR,CO,N,Cedaredge,vault,FALSE,FALSE,NA,3182,19.47,USS0007K06S,3036,2.94
-110.957,45.473,CHIS,Chisholm,NF,406-522-2520/406-587-6701,early jun-mid sep,NA,10,NH ND 50ft VT DW NS RS PA L$,MT,S,Bozeman,vault,TRUE,TRUE,FALSE,2051,24.46,USS0010D13S,2091,3.17
-109.849,32.592,STOC,Stockton Pass,NF,928-428-4150/520-388-8300,early apr-late sep,NA,7,NH ND VT NW NS RS PA L$,AZ,SW,Safford,vault,FALSE,TRUE,FALSE,1734,30.09,USC00027390,900,29.33
-110.968,45.485,HOOD,Hood Creek,NF,406-522-2520/406-587-6701,mid may-mid sep,NA,18,NH ND 50ft VT DW NS RS PA,MT,S,Bozeman,vault,TRUE,TRUE,FALSE,2051,23.01,USS0010D13S,2091,1.67
-121.942,49.291,CHEH,Chehalis River,SF,NA,NA,2wd OK-RVs can access - res (604)796-0102,55,NH ND PT NW NS RS L$,BC,N,Harrison Mills,pit,FALSE,TRUE,FALSE,NA,5.47,CA001100119,19,13.55
-111.015,45.533,LANG,Langohr,NF,406-522-2520/406-587-6701,mid may-mid sep,NA,12,NH ND 30ft VT DW NS RS PA,MT,S,Bozeman,vault,TRUE,TRUE,FALSE,1874,17.06,USS0010D13S,2091,5.08
-108.813,42.748,SINS,Sinks Canyon State Park,SP,307-332-6333,early may-late oct,NA,30,NR,WY,SW,Lander,NA,NA,FALSE,NA,2034,11.59,USS0008G07S,2652,8.9
-107.884,37.634,SIGC,Sig Creek,NF,970-884-2512/970-247-4874,NA,NA,9,NH ND 35ft VT DW NS NR,CO,N,Durango,vault,TRUE,FALSE,FALSE,2824,39.91,USS0007M05S,2707,6.77
-107.831,39.066,WEIR,Weir and Johnson,NF,970-242-8211/970-874-6600,mid jul-mid sep,NA,12,NH ND 22ft VT NW NS NR L$,CO,SE,Collbran,vault,FALSE,FALSE,FALSE,3202,22.37,USS0007K06S,3036,3.81
-112.169,46.443,PARK,Park Lake,NF,406-449-5490/406-449-5201,NA,NA,24,NH ND 25ft VT DW NS NR,MT,W,Clancy,vault,TRUE,FALSE,FALSE,1950,14.16,USS0012C13S,1975,1.65
-120.002,49.169,TUNN,Tunnel,SF,NA,NA,2wd OK,5,NH ND PT NW NS NR L$,BC,W,Keremeos,pit,FALSE,FALSE,FALSE,579,13.04,CA001123370,542,22.49
-109.082,33.835,LUNA,Luna Lake,NF,928-339-4384/928-333-4301,mid may-mid nov,NA,50,NH ND 32ft VT DW NS RS PA L$,AZ,E,Alpine,vault,TRUE,TRUE,FALSE,2434,5.79,USC00020159,2454,6.21
-107.917,37.337,JUNC,Junction Creek,NF,970-884-2512/970-247-4874,early may-late sep,NA,44,E ND 32ft VT DW NS RS PA,CO,NW,Durango,vault,TRUE,TRUE,FALSE,2232,7.56,USC00052441,2061,7.4
-119.058,49.046,JOHN,Johnstone Creek Provincial Park,PP,250-548-0076,NA,NA,16,NR,BC,E,Bridesville,NA,NA,FALSE,NA,915,6.92,USS0018A26S,1634,11.78
-125.722,49.056,GREE,Green Point  - Pacific Rim National Park,CNP,250-726-3500,NA,NA,94,FT RS,BC,NA,NA,flush,NA,TRUE,NA,NA,NA,CA001038205,24,4.46
-113.569,47.295,LAKI,Lake Inez,NF,406-677-2233/406-329-3750,NA,NA,5,NH ND NS NR,MT,NW,Seeley Lake,NA,NA,FALSE,FALSE,1249,14.32,USC00247448,1250,9.71
-115.853,48.268,DORR,Dorr Skeels,NF,406-295-4693/406-293-6211,NA,NA,7,NH ND 32ft VT DW NS NR,MT,S,Troy,vault,TRUE,FALSE,FALSE,711,21.89,USS0016A08S,1646,16.77
-112.316,46.556,CROM,Cromwell Dixon,NF,406-449-5490/406-449-5201,NA,NA,15,NH ND 20ft VT DW NS NR,MT,W,Helena,vault,TRUE,FALSE,FALSE,1908,22.53,USS0012C13S,1975,16.12
-107.91,40.036,MEEK,Meeker City Park,CP,NA,NA,NA,9,E ND FT DW NS,CO,SE,Meeker,flush,TRUE,NA,FALSE,1898,0.32,USC00055484,1899,0.36
-109.71,32.759,ROPE,Roper Lake State Park,SP,928-428-6760,all year,for res. call 928.428.6760,65,E DP 45ft FT DW SH RS,AZ,S,Safford,flush,TRUE,TRUE,TRUE,952,8.37,USC00027390,900,6.79
-113.576,47.307,LAKS,Lakeside  (Old Alva),NF,406-677-2233/406-329-3750,NA,NA,5,VT NW NR,MT,NW,Seeley Lake,vault,FALSE,FALSE,NA,1250,15.77,USC00247448,1250,11.15
-120.004,49.183,REDB,Red Bridge,SF,NA,NA,2wd OK-RVs can access,13,NH ND PT NW NS NR L$,BC,W,Keremeos,pit,FALSE,FALSE,FALSE,549,12.87,CA001123370,542,20.93
-109.97,44.5,PAHA,Pahaska,NF,307-527-6921/307-527-6241,NA,NA,24,NH NR,WY,W,Cody,NA,NA,FALSE,NA,2073,72.42,USC00487031,2038,0.56
-112.256,46.526,MOS2,Moose Creek,NF,406-449-5490/406-449-5201,NA,NA,9,NH ND 20ft PT DW NS NR,MT,SW,Helena,pit,TRUE,FALSE,FALSE,1481,19.15,USS0012C13S,1975,10.82
-122.47,49.319,ALOU,Alouette - Golden Ears Provincial Park,PP,604-466-8325,NA,NA,205,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001103332,147,9.13
-107.813,39.212,PION,Pioneer - Vega State Park,SP,970-487-3407,mid may-late nov,walk in  tents only,10,NH DP VT DW NS RS,CO,E,Collbran,vault,TRUE,TRUE,FALSE,2438,14.81,USC00051743,1832,14.65
-107.811,39.215,EARL,Early Settlers - Vega State Park,SP,970-487-3407,mid may-late nov,NA,33,WE DP FT DW SH RS,CO,E,Collbran,flush,TRUE,TRUE,TRUE,2441,13.2,USC00051743,1832,14.77
-122.459,49.326,GOLC,Gold Creek - Golden Ears Provincial Park,PP,604-466-8325,NA,NA,148,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001103332,147,10.24
-113.582,47.325,LAKA,Lake Alva,NF,406-677-2233/406-329-3750,all year,NA,41,NH ND 50ft VT DW NS RS,MT,NW,Seeley Lake,vault,TRUE,TRUE,FALSE,1260,17.7,USC00247448,1250,13.17
-109.948,44.496,THRE,Three Mile,NF,307-527-6921/307-527-6241,NA,NA,33,NH ND 32ft VT DW NS NR,WY,NA,NA,vault,TRUE,FALSE,FALSE,2022,NA,USC00487031,2038,1.49
-118.139,48.904,PIER,Pierre Lake,NF,509-738-7700/509-684-7000,NA,NA,36,NH ND NS NR,WA,NE,Orient,NA,NA,FALSE,FALSE,618,6.28,CA001140876,510,14.31
-122.457,49.333,NORB,North Beach - Golden Ears Provincial Park,PP,604-466-8325,NA,NA,55,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001103332,147,10.86
-113.589,47.337,RAIL,Rainy Lake,NF,406-677-2233/406-329-3750,NA,NA,5,NH ND VT NW NS NR,MT,NW,Seeley Lake,vault,FALSE,FALSE,FALSE,1260,19.15,USC00247448,1250,14.61
-113.721,47.407,LIND,Lindbergh Lake,NF,406-837-7500/406-758-5200,NA,NA,22,NH ND 20ft VT NW NS NR,MT,S,Bigfork,vault,FALSE,FALSE,FALSE,1341,77.57,USS0013B22S,1448,5.13
-124.357,49.251,ENGL,Englishman River Falls Provincial Park,PP,250-474-1336,NA,NA,105,RS,BC,S,Errington,NA,NA,TRUE,NA,NA,4.18,CA001026562,58,9.67
-107.953,40.47,JUNP,Juniper Canyon - Yampa River State Park,SP,970-276-2061,mid may-late nov,NA,8,NH ND NS RS,CO,W,Craig,NA,NA,TRUE,FALSE,1824,34.76,USC00055446,1812,13.05
-121.864,49.332,GRAC,Grace Lake,SF,NA,NA,2wd OK-res (604)796-0102,5,NH ND PT NW NS RS L$,BC,NW,Agassiz,pit,FALSE,TRUE,FALSE,NA,12.55,CA001100119,19,11.54
-107.806,37.935,TELL,Telluride Town Park,CP,970-728-2173,NA,call-not always avail,28,NH ND 20ft DW SH,CO,SE,Telluride,NA,TRUE,NA,TRUE,2673,0.64,USS0007M33S,3414,9.81
-121.417,49.317,SILL,Silver Lake Provincial Park,PP,604-986-9371,NA,NA,25,NR,BC,S,Hope,NA,NA,FALSE,NA,NA,7.4,CA001113542,39,8.18
